,year,title,director,cast,genre,producer,link,music
1299,2012,Marina,Pandiraj,"Siva Karthikeyan, Oviya, Jayaprakash",Comedy-drama,,/wiki/Marina_(2012_film),
1300,2012,Sengathu Bhoomiyilae,Rathna Kumar,"Pavan, Mirchi Senthil, Priyanka Nair, Sunu Lakshmi",Drama,,/wiki/Sengathu_Bhoomiyilae,Ilayaraaja
1301,2012,Dhoni,Prakash Raj,"Prakash Raj, Akash Puri, Radhika Apte",Drama,,/wiki/Dhoni_(film),
1302,2012,Oru Mazhai Naangu Saaral,Anand,"Ravi, Sudharshan, Ramya",Romance,,/w/index.php?title=Oru_Mazhai_Naangu_Saaral&action=edit&redlink=1,
1303,2012,Oru Nadigaiyin Vaakkumoolam,Rajkrishna,"Sonia Agarwal, Sukran, Kovai Sarala, Ganja Karuppu",Drama,,/wiki/Oru_Nadigaiyin_Vaakkumoolam,Aathish
1304,2012,Soozhnilai,T. Senthuran,"Sathya, Paveena, Dhina, Nizhalgal Ravi",Drama,,/w/index.php?title=Soozhnilai&action=edit&redlink=1,
1305,2012,Vachaathi,Ravi Thambi,"Rethna Ramesh, Dharshana, Y. Gee. Mahendra",Drama,,/w/index.php?title=Vachaathi&action=edit&redlink=1,
1306,2012,Vilayada Vaa,Vijay Nantha,"Viswanath Balaji, Divya Padmini",Sports,,/wiki/Vilayada_Vaa,Srimurali
1307,2012,Ambuli,Hari ShankarHareesh Narayan,"R. Parthiban, R. Ajai, P. S. Srijith, Sanam Shetty",Fantasy,,/wiki/Ambuli,"K.Venkat Prabhu Shankar,Sam C. S.,Sathish,Mervin Solomon"
1308,2012,Kadhalil Sodhappuvadhu Yeppadi,Balaji Mohan,"Siddharth, Amala Paul",Romantic comedy,,/wiki/Kadhalil_Sodhappuvadhu_Yeppadi,Thaman
1309,2012,Muppozhudhum Un Karpanaigal,Elred Kumar,"Adharvaa, Amala Paul",Romantic thriller,,/wiki/Muppozhudhum_Un_Karpanaigal,G. V. Prakash Kumar
1310,2012,Udumban,Ramji S. Balan,"Dileep Roger, Sana, Radhika",Action—drama,,/w/index.php?title=Udumban&action=edit&redlink=1,
1311,2012,Kadhal Paathai,Vyaasan,"Vinod Kumar, Vidya",Romance,,/wiki/Kadhal_Paathai,S. S. Kumaran
1312,2012,Virudhanagar Sandhippu,VSD Rengarajan,"Chandru, Denna, K. R. Vijaya",Drama,,/w/index.php?title=Virudhanagar_Sandhippu&action=edit&redlink=1,
1313,2012,Aravaan,Vasanthabalan,"Aadhi, Pasupathy, Dhansika, Archana Kavi",Period piece,,/wiki/Aravaan,"Karthik,Karthik"
1314,2012,Kondaan Koduthaan,G. Rajendran,"Kadhir Kaman, Advaitha",Drama,,/w/index.php?title=Kondaan_Koduthaan&action=edit&redlink=1,
1315,2012,Shankar Oor Rajapalayam,Veera,"Kanthesh, Hasika, Arun, Veerapandiyan",Drama,,/w/index.php?title=Shankar_Oor_Rajapalayam&action=edit&redlink=1,
1316,2012,Naanga,Selva,"Sanjai Krishna, Vinod, Nivas, Udhay, Kasthuri, Vishnu Priya, Shivani Bhai",Drama,,/wiki/Naanga,Bala Bharathi
1317,2012,Pathirama Pathukkunga,C. Somasundaram,"Sharan, Swathi, Vaiyapuri",Drama,,/w/index.php?title=Pathirama_Pathukkunga&action=edit&redlink=1,
1318,2012,Sevarkodi,R. Subramanian,"Arun Balaji, Bhama",Romance,,/wiki/Sevarkodi,C.Sathya
1319,2012,Kazhugu,Sathyasiva,"Krishna Sekhar, Bindu Madhavi, Thambi Ramaiah",Comedy thriller,,/wiki/Kazhugu_(2012_film),
1320,2012,Maasi,G. Kicha,"Arjun, Archana Gupta, Hema, Kota Srinivasa Rao",Action,,/wiki/Maasi_(film),
1321,2012,Vinmeengal,Vignesh Menon,"Rahul Ravindran, Anuja Iyer, Shikha",Drama,,/wiki/Vinmeengal,Jubin
1322,2012,Aayiram Muthangaludam Thenmozhi,Shanmugha Raj,"Venkatesh, Akshara",Adult Comedy,,/w/index.php?title=Aayiram_Muthangaludam_Thenmozhi&action=edit&redlink=1,
1323,2012,Kadhal Pisase,Aravindan,"Aravindan, Anitha Reddy, Midhuna, Santhanam",Comedy,,/wiki/Kadhal_Pisase,"Brunthan,Sabesh,Murali"
1324,2012,Kantha,K. Vishwanath,"Karan, Mithra Kurian",Drama,,/wiki/Kantha_(film),
1325,2012,Nanda Nanditha,Rama Siva,"Hemachandran, Meghana Raj",Romance,,/wiki/Nanda_Nanditha,Emil Mohammed
1326,2012,3,Aishwarya R. Dhanush,"Dhanush, Shruti Haasan",Romantic drama,,/wiki/3_(2012_Indian_film),
1327,2012,Meeravudan Krishna,A. Krishna,"A. Krishna, Shwetha, Radha",Romance,,/w/index.php?title=Meeravudan_Krishna&action=edit&redlink=1,
1328,2012,Mudhalvar Mahatma,A. Balakrishnan,"Kanakaraj, Anupam Kher",Biographical,,/wiki/Mudhalvar_Mahatma,Illayaraja
1329,2012,Othakkuthirai,J. Srinivasan,"Thiru, Anu Krishna",Romantic drama,,/w/index.php?title=Othakkuthirai&action=edit&redlink=1,
1330,2012,Otha Veedu,Balu Malarvannan,"Dileep Kumar, Jahnavi Kamath",Thriller,,/w/index.php?title=Otha_Veedu&action=edit&redlink=1,
1331,2012,Sooriya Nagaram,Ma. Chellamuthu,"Rahul Ravindran, Meera Nandan, R. V. Udayakumar",Drama,,/wiki/Sooriya_Nagaram,Ron Ethan Yohann
1332,2012,Konjam Mainakale,Karthikeyan APK,"Udhai, Moganapriya and Akshatha",Romance,,/w/index.php?title=Konjam_Mainakale&action=edit&redlink=1,
1333,2012,Asthamanam,Bandi Sarojkumar,"Munnar Ramesh, Rajesh Kanagasabai, Victoria, Vidya, Sharan, Raghu",Romance,,/w/index.php?title=Asthamanam&action=edit&redlink=1,
1334,2012,Mazhaikaalam,S. Deepan,"Sreeram, Saranya Nag, Ganja Karuppu",Romance,,/w/index.php?title=Mazhaikaalam&action=edit&redlink=1,
1335,2012,Nandu Bhaskar,,,,,/w/index.php?title=Nandu_Bhaskar&action=edit&redlink=1,
1336,2012,Oru Kal Oru Kannadi,M. Rajesh,"Udhayanidhi Stalin, Hansika Motwani, Santhanam",Comedy,,/wiki/Oru_Kal_Oru_Kannadi,Harris Jayaraj
1337,2012,Pachai Engira Kaathu,Keera,"Vaasagar, Saranya, Appukutty Saravanan",Drama,,/w/index.php?title=Pachai_Engira_Kaathu&action=edit&redlink=1,
1338,2012,Aduthathu,Thakkaali Srinivasan,"Sriman, Meenal, Darshini, Nassar",Thriller,,/wiki/Aduthathu,Peter Balaji
1339,2012,Mattuthavani,Pavithran,"Vimal, Soori",Drama,,/wiki/Mattuthavani_(film),
1340,2012,Mye,Chi. Ra. Gopalan,"Vishnupriyan, Shweta Prasad",Political drama,,/w/index.php?title=Mye_(film)&action=edit&redlink=1,
1341,2012,Ooh La La La,Jyothi Krishna,"Jyothi Krishna, Divya Bhandari",Romance,,/wiki/Ooh_La_La_La_(film),
1342,2012,Aathi Narayana,Vetrivendhan,"Kajan, Meera Jasmine",Drama,,/wiki/Aathi_Narayana,Srikanth Deva
1343,2012,Leelai,Andrew Louis,"Shiv Panditt, Manasi Parekh Gohil, Santhanam",Romance,,/wiki/Leelai,Satish Chakravarthy
1344,2012,Padam Parthu Kadhai Sol,Benjamin Prabhu,"Tarun Shatriya, Shikha, Darshan",Suspense thriller,,/w/index.php?title=Padam_Parthu_Kadhai_Sol&action=edit&redlink=1,
1345,2012,Gaantham,V. M. Saravanan,"Tej, Rashmi, Pandiarajan",Romance,,/w/index.php?title=Gaantham&action=edit&redlink=1,
1346,2012,Parama Guruµ,J. S. Manimaran,"J. S. Manimaran, Sreeja",Drama,,/w/index.php?title=Parama_Guru%C2%B5&action=edit&redlink=1,
1347,2012,Vazhakku Enn 18/9,Balaji Sakthivel,"Sri, Mithun Murali, Urmila Mahanta, Manisha Yadav",Drama,,/wiki/Vazhakku_Enn_18/9,R. Prasanna
1348,2012,Kalakalappu,Sundar C.,"Vimal, Shiva, Anjali, Oviya",Comedy,,/wiki/Kalakalappu,Vijay Ebenezer
1349,2012,Kandathum Kanadhathum,Seelan,"Vikas, Swasika",Romance,,/w/index.php?title=Kandathum_Kanadhathum&action=edit&redlink=1,
1350,2012,Raattinam,Thangasamy,"Lagubaran, Swathi, Ajay Athith",Romance,,/wiki/Raattinam,Manu Ramesan
1351,2012,Anbulla Manvizhiye,Bramman,"Sunil, Nazir, Hasini, Risha, Vadivukkarasi",Romance,,/w/index.php?title=Anbulla_Manvizhiye&action=edit&redlink=1,
1352,2012,Ishtam,Prem Nizar,"Vimal, Nisha Aggarwal",Romance,,/wiki/Ishtam_(2012_film),
1353,2012,Konjum Mainakkale,Karthikeyan,"Udhay, Mohanapriya, Akshatha",Drama,,/w/index.php?title=Konjum_Mainakkale&action=edit&redlink=1,
1354,2012,Idhayam Thiraiarangam,Ramki Ramakrishnan,"Anand, Swetha, Manobala, Kavitha",Romance,,/wiki/Idhayam_Thiraiarangam,Maria Manohar
1355,2012,Manam Kothi Paravai,Ezhil,"Sivakarthikeyan, Athmiya Rajan",Romantic comedy,,/wiki/Manam_Kothi_Paravai,D. Imman
1356,2012,Mayanginen Thayanginen,Vendhan,"Nithin Sathya, Disha Pandey",,,/wiki/Mayanginen_Thayanginen,"Kannan,Kannan"
1357,2012,Thadaiyara Thaakka,Magizh Thirumeni,"Arun Vijay, Mamta Mohandas",Action,,/wiki/Thadaiyara_Thaakka,"S. Thaman,Santhosh Narayanan"
1358,2012,Krishnaveni Panjaalai,Dhanapal Padmanabhan,"Hemachandran, Nandana, Rajiv Krishna",Romance,,/wiki/Krishnaveni_Panjaalai,N. R. Raghunanthan
1359,2012,Porkodi 10am Vaguppu,Pazha Suresh,"Praveen, Brindha",Drama,,/w/index.php?title=Porkodi_10am_Vaguppu&action=edit&redlink=1,
1360,2012,Thoothuvan,Mohan Roop,"Aditya, Gowri, Archana, Nikhil",Drama,,/w/index.php?title=Thoothuvan&action=edit&redlink=1,
1361,2012,Marupadiyum Oru Kadhal,Vasu Baskar,"Anirudh, Jyoshna, Suman, Vadivelu",Romance,,/wiki/Marupadiyum_Oru_Kadhal,Srikanth Deva
1362,2012,Murattu Kaalai,K. Selva Bharathy,"Sundar C, Sneha, Sindhu Tolani",Action-masala,,/wiki/Murattu_Kaalai_(2012_film),
1363,2012,Saguni,Shankar Dayal,"Karthi, Pranitha, Santhanam, Kota Srinivasa Rao, Raadhika",Political satire,,/wiki/Saguni,G. V. Prakash Kumar
1364,2012,Naan Ee,S. S. Rajamouli,"Nani, Samantha, Sudeep",Fantasy,,/wiki/Naan_Ee,M. M. Keeravani
1365,2012,Billa II,Chakri Toleti,"Ajith Kumar, Parvathy Omanakuttan, Bruna Abdullah, Vidyut Jamwal, Sudhanshu Pandey",Gangster-thriller,,/wiki/Billa_II,Yuvan Shankar Raja
1366,2012,Maalai Pozhudhin Mayakathilaey,Narayan Nagendra Rao,"Aari, Shubha Phutela",Romance,,/wiki/Maalai_Pozhudhin_Mayakathilaey,"Achu,Achu"
1367,2012,Pechiyakka Marumagan,V. P. Bala Kumar,"Tarun Gopi, Urvashi, Thambi Ramaiah",Drama,,/w/index.php?title=Pechiyakka_Marumagan&action=edit&redlink=1,
1368,2012,Pollangu,Gandhi Marx,"Ravi Rahul, Nisha Lalwani",Crime thriller,,/w/index.php?title=Pollangu&action=edit&redlink=1,
1369,2012,Suzhal,Jayan R Krishnaa,"Atul Kulkarni, Fariz, Hemachandran, Prathap K. Pothan, Nizhalgal Ravi",Action,,/w/index.php?title=Suzhal&action=edit&redlink=1,
1370,2012,Madhubana Kadai,Kamala Kannan,"Karthivel, Dhyana, Arvind Annamalai",Comedy,,/wiki/Madhubana_Kadai,Ved Shankar
1371,2012,Mirattal,Madhesh,"Vinay Rai, Sharmila Mandre, Prabhu",Masala,,/wiki/Mirattal,Pravin Mani
1372,2012,Aasami,Aandar Raj,"Ramesh, Santhana Bharathi, Pandu, Shakeela, Aarthi",Drama,,/w/index.php?title=Aasami&action=edit&redlink=1,
1373,2012,Yugam,Sribavansekar,"Rahul Madhav, Deepthi Nambiar",Drama,,/w/index.php?title=Yugam_(film)&action=edit&redlink=1,
1374,2012,Adhisaya Ulagam,Shakthi Scott,"Livingston, Ananda Kannan, Prithvi, Sreelakshmy, Latha Rao",Fantasy,,/wiki/Adhisaya_Ulagam,Shakthi Scott
1375,2012,Eppadi Manasukkul Vanthai,P. V. Prasad,"Vishva, Irfaan, Tanvi Vyas",Romance,,/wiki/Eppadi_Manasukkul_Vanthai,A. J. Daniel
1376,2012,Palayamkottai,G. Shekar,"G. Shekar, Inbanila, Bose Venkat",Action,,/w/index.php?title=Palayamkottai_(film)&action=edit&redlink=1,
1377,2012,Panithuli,Natty Kumar,"Ganesh Venkatraman, Shobhana Shankar, Kalpana Pandit",Romance,,/wiki/Panithuli,"Agnel Roman,Faizan Hussain"
1378,2012,Sri Ramakrishna Darsanam,G. N. Dass,"Shashi Kumar, Lakshmi, Delhi Ganesh",Drama,,/w/index.php?title=Sri_Ramakrishna_Darsanam&action=edit&redlink=1,
1379,2012,Attakathi,Pa. Ranjith,"Dinesh, Nandita Swetha, Aishwarya Rajesh",Romantic comedy,,/wiki/Attakathi,Santhosh Narayanan
1380,2012,Iruvan,E. S. Muruganandam,"Praveen, Prakash, Shaina",Drama,,/w/index.php?title=Iruvan&action=edit&redlink=1,
1381,2012,Naan,Jeeva Shankar,"Vijay Antony, Siddharth Venugopal, Rupa Manjari, Vibha Natarajan, Anuya Bhagvath",Crime thriller,,/wiki/Naan_(2012_film),
1382,2012,Etho Seithai Ennai,Elvin Bosser,"Shakthi, Liyasree, Anand, Anand Babu",Drama,,/wiki/Etho_Seithai_Ennai,Ganesh B Kumar
1383,2012,Pandi Oliperukki Nilayam,Rasu Madhuravan,"Sabarish, Sunaina, Ganja Karuppu, Karunas",Romantic comedy,,/wiki/Pandi_Oliperukki_Nilayam,Kavi Periya Thambi
1384,2012,Poovampatty,Pudugai Marisa,"Sandeep, Sri Shalini, Lavanya, Vaagai Chandrasekar",,,/w/index.php?title=Poovampatty&action=edit&redlink=1,
1385,2012,18 Vayasu,R. Panneerselvam,"Johnny, Gayathrie Shankar",Psychological thriller,,/wiki/18_Vayasu,"ubl,Charles Bosco,Dinesh Kanagaratnam"
1386,2012,Aachariyangal,Harshavardhan,"Thaman Kumar, Aishwarya Rajesh, Reethu Mangal, Narayanan",,,/wiki/Aachariyangal,Ganesh Raghavendra
1387,2012,Anil,ARS,"Anil Bharath, Ashrith Bhanu",,,/w/index.php?title=Anil_(film)&action=edit&redlink=1,
1388,2012,Avan Appadithan,SP Raja,"Jayan Vaikuntha, Karuna, Della Raj, Sasha, Babilona",Adult thriller,,/w/index.php?title=Avan_Appadithan&action=edit&redlink=1,
1389,2012,Perumaan,J. Rajesh Kannan,"Arjun, Shruti, Sriram Vedam",,,/wiki/Perumaan,"Luiji,Vikram Sarathy R"
1390,2012,Mugamoodi,Mysskin,"Jiiva, Narain, Pooja Hegde, Nassar, Selvaah",Superhero,,/wiki/Mugamoodi,
1391,2012,Valiban Suttrum Ulagam,AR Lalithaswamy,"MGR Siva, MGR Hari",Spoof,,/w/index.php?title=Valiban_Suttrum_Ulagam&action=edit&redlink=1,
1392,2012,Arakkonam,S. S. Reddy,"Sriman, Prachi Adhikari, Ponnambalam",Crime thriller,,/w/index.php?title=Arakkonam_(film)&action=edit&redlink=1,
1393,2012,Kalla Parunthu,Idhayan,"Amsavel, Manju, Shobana",Adult Romance,,/w/index.php?title=Kalla_Parunthu&action=edit&redlink=1,
1394,2012,Mannaru,S. Jaishankar,"Appukutty, Thambi Ramaiah, Swathy, Vaishali",Drama,,/w/index.php?title=Mannaru&action=edit&redlink=1,
1395,2012,Paagan,Aslam,"Srikanth, Janani Iyer, Kovai Sarala",Romantic comedy,,/wiki/Paagan,James Vasanthan
1396,2012,Nellai Sandhippu,Naveen,"Rohit, Bhushan, Megha Nair",Drama,,/w/index.php?title=Nellai_Sandhippu&action=edit&redlink=1,
1397,2012,Sundarapandian,S. R. Prabhakaran,"M. Sasikumar, Lakshmi Menon, Vijay Sethupathi, Soori",Drama,,/wiki/Sundarapandian,N. R. Raghunanthan
1398,2012,Chaarulatha,Pon Kumaran,"Priyamani, Skanda, Saranya Ponvannan, Seetha",Horror,,/wiki/Chaarulatha,Sundar C Babu
1399,2012,Saattai,Anbazhagan,"Samuthirakani, Mahima Nambiar, Ajmal Khan, Thambi Ramaiah, Swasika",Drama,,/wiki/Saattai,D. Imman
1400,2012,Thaandavam,A. L. Vijay,"Vikram, Anushka Shetty, Amy Jackson, Lakshmi Rai",Action,,/wiki/Thaandavam,G. V. Prakash Kumar
1401,2012,Pudhiya Kaaviyam,Pe Na Ramesh,"Dilip, Jahnavi Kamath, Athesh, Alwha Vasu",Drama,,/w/index.php?title=Pudhiya_Kaaviyam&action=edit&redlink=1,
1402,2012,Sembattai,Ganesh,"Dileepan, Srijith, Gowri Nambiar",Drama,,/w/index.php?title=Sembattai&action=edit&redlink=1,
1403,2012,Maattrraan,K. V. Anand,"Suriya, Kajal Aggarwal, Tara, Sachin Khedekar",Action thriller,,/wiki/Maattrraan,Harris Jayaraj
1404,2012,Soundarya,Chandramohan,"Govind, 'Killer' Kasim, Rithoosan, Sarath, Santosh",Erotic thriller,,/w/index.php?title=Soundarya_(film)&action=edit&redlink=1,
1405,2012,Amridha Yokam,A Manicka Raj,"Sridhar, Vennila",Drama,,/w/index.php?title=Amridha_Yokam&action=edit&redlink=1,
1406,2012,Koyambedu Perundhu Nilayam,R. Manivasagan,"Ashok, Anvitha",Romance,,/w/index.php?title=Koyambedu_Perundhu_Nilayam&action=edit&redlink=1,
1407,2012,Pizza,Karthik Subburaj,"Vijay Sethupathi, Remya Nambeesan",Romantic thriller,,/wiki/Pizza_(2012_film),
1408,2012,Thiruthani,Perarasu,"Bharath, Sunaina, Rajkiran, Pandiarajan",Action,,/wiki/Thiruthani_(film),
1409,2012,Aarohanam,Lakshmy Ramakrishnan,"Viji Chandrasekhar, Jayaprakash, Uma Padmanabhan",Drama,,/wiki/Aarohanam_(2012_film),
1410,2012,Chakravarthy Thirumagan,L. Purushottaman,MGR Siva,Comedy,,/w/index.php?title=Chakravarthy_Thirumagan&action=edit&redlink=1,
1411,2012,Mayilu,Jeevan,"Sri, Shammu",Drama,,/wiki/Mayilu,Ilaiyaraaja
1412,2012,Vavval Pasanga,Suresh,"Rahul, Utthara Unni",Drama,,/wiki/Vavval_Pasanga,
1413,2012,Ariyaan,P. Karthikeyan,"Santosh Bhavan, Ragini Dwivedi",,,/w/index.php?title=Ariyaan&action=edit&redlink=1,
1414,2012,Asaivam,Kishore,"Sidhaarth, Jennifer, Srija",Romance,,/w/index.php?title=Asaivam&action=edit&redlink=1,
1415,2012,Magan,,,,,/w/index.php?title=Magan_(film)&action=edit&redlink=1,
1416,2012,Yaarukku Theriyum,Ganesan Kamaraj,"Kalabhavan Mani, Nishan, Jayaprakash, Riyaz Khan, Harish Raj, Sanjana Singh",Thriller,,/wiki/Yaarukku_Theriyum,Kannan
1417,2012,Ajantha,Rajppa Ravishankar,"Ramana, Vinu Mohan, Honey Rose, Sai Kiran, Vandana Gupta",,,/wiki/Ajantha_(2012_film),
1418,2012,Ammavin Kaipesi,Thangar Bachan,"Shanthnu Bhagyaraj, Iniya",Drama,,/wiki/Ammavin_Kaipesi,Rohit Kulkarni
1419,2012,Kasi Kuppam,Arun,"Aadarsh, Archana",Drama,,/w/index.php?title=Kasi_Kuppam&action=edit&redlink=1,
1420,2012,Podaa Podi,Vignesh Shivaa,"Silambarasan, Varalaxmi Sarathkumar, Shobana",Romance,,/wiki/Podaa_Podi,"Dharan,Dharan Kumar"
1421,2012,Thuppakki,A. R. Murugadoss,"Vijay, Kajal Aggarwal, Vidyut Jamwal, Jayaram",Action,,/wiki/Thuppakki,Harris Jayaraj
1422,2012,Kai,Vinoth Raghava,"Vijith, Joshima",Romance,,/w/index.php?title=Kai_(film)&action=edit&redlink=1,
1423,2012,Naduvula Konjam Pakkatha Kaanom,Balaji Tharaneetharan,"Vijay Sethupathi, Gayathrie Shankar",Comedy,,/wiki/Naduvula_Konjam_Pakkatha_Kaanom,"Music,Ved Shankar,Siddharth Vipin"
1424,2012,Neerparavai,Seenu Ramasamy,"Vishnu, Sunaina, Nandita Das, Saranya Ponvannan",Drama,,/wiki/Neerparavai,N. R. Raghunanthan
1425,2012,Sun Sun Thatha,Nassar,"Ahbi, Jamali Shadat, Nassar",Drama,,/wiki/Sun_Sun_Thatha,R. Prabhar
1426,2012,Kumki,Prabhu Solomon,"Vikram Prabhu, Lakshmi Menon",Drama,,/wiki/Kumki_(film),
1427,2012,Neethaane En Ponvasantham,Gautham Menon,"Jiiva, Samantha, Santhanam",Romance,,/wiki/Neethaane_En_Ponvasantham,Ilaiyaraaja
1428,2012,Sattam Oru Iruttarai,Sneha Britto,"Thaman Kumar, Piaa Bajpai, Bindu Madhavi, Reemma Sen",Action,,/wiki/Sattam_Oru_Iruttarai_(2012_film),
1429,2012,Akilan,,"Dr. Saravanan, Vidya, Rajkapoor",,,/w/index.php?title=Akilan_(film)&action=edit&redlink=1,
1430,2012,Kandu Pudichitten,,,,,/w/index.php?title=Kandu_Pudichitten&action=edit&redlink=1,
1431,2012,Kozhi Koovuthu,K. I. Ranjith,"Ashok, Sija Rose, Rohini, Bose Venkat",Drama,,/wiki/Kozhi_Koovuthu_(2012_film),
1432,2012,Lollu Dhadha Parak Parak,Mansoor Ali Khan,"Mansoor Ali Khan, Anjana, Aarthi, Shakeela, Venniradai Moorthy",Comedy,,/w/index.php?title=Lollu_Dhadha_Parak_Parak&action=edit&redlink=1,
1433,2012,Paraseega Mannan,J. Suresh,"J. Suresh, Sruthi Lakshmi, Ramesh Khanna, KK",Action thriller,,/w/index.php?title=Paraseega_Mannan&action=edit&redlink=1,
1434,2012,Puthumughangal Thevai,Maneesh Babu,"Sivaji Dev, Rajesh Yadhav, Muktha Bhanu, Vishnu Priya",Drama,,/w/index.php?title=Puthumughangal_Thevai&action=edit&redlink=1,
1435,2011,Thamizh Desam,Thamizh Selva,,Drama,,/w/index.php?title=Thamizh_Desam&action=edit&redlink=1,
1436,2011,Aadukalam,Vetrimaran,,Drama,,/wiki/Aadukalam,G. V. Prakash Kumar
1437,2011,Siruthai,Siva,,"Action, Masala",,/wiki/Siruthai,"Vidyasagar,Vidyasagar"
1438,2011,15(Pongal),Ilaignan,,"Pa. Vijay, Remya Nambeesan, Meera Jasmine, Namitha",,/wiki/Thai_Pongal,
1439,2011,Kaavalan,Siddique,,Romantic comedy,,/wiki/Kaavalan,"Vidyasagar,Vidyasagar"
1440,2011,Sollitharava,S. Sivaraman,,Romance,,/w/index.php?title=Sollitharava&action=edit&redlink=1,
1441,2011,Pathinaaru,D. Sabapathy,,Romantic drama,,/wiki/Pathinaaru,Yuvan Shankar Raja
1442,2011,Pazhagiyathe Pirivatharka,S. A. Selvakumar,,Romance,,/w/index.php?title=Pazhagiyathe_Pirivatharka&action=edit&redlink=1,
1443,2011,Vaada Poda Nanbargal,Manigai,,Romance,,/wiki/Vaada_Poda_Nanbargal,Siddharth
1444,2011,Yuddham Sei,Myshkin,,Crime thriller,,/wiki/Yuddham_Sei,
1445,2011,Thoonga Nagaram,Gaurav,,Drama,,/wiki/Thoonga_Nagaram,Sundar C Babu
1446,2011,Idhu Kadhal Uthirum Kaalam,P.K.Shivashri,,Romance,,/w/index.php?title=Idhu_Kadhal_Uthirum_Kaalam&action=edit&redlink=1,
1447,2011,Nandhi,Thamizhvanan,,Drama,,/wiki/Nandhi,"Bharadwaj,Bharadwaj"
1448,2011,Payanam,Radha Mohan,,"Thriller, Drama",,/wiki/Payanam_(2011_film),
1449,2011,Thambikottai,Ammu Ramesh,,"Action, Masala",,/wiki/Thambikottai,D. Imman
1450,2011,Varmam,A. S. Lawrence Madhavan,,Crime thriller,,/w/index.php?title=Varmam_(film)&action=edit&redlink=1,
1451,2011,Aadu Puli,Vijay Prakash,,Action,,/wiki/Aadu_Puli,Sundar C Babu
1452,2011,Kadhalar Kudiyiruppu,A. M. R. Ramesh,,Action,,/wiki/Police_Quarters,
1453,2011,Nadunissi Naaygal,Gautham Menon,,Psychological thriller,,/wiki/Nadunissi_Naaygal,
1454,2011,Thappu,Akilan,,Adult,,/w/index.php?title=Thappu_(film)&action=edit&redlink=1,
1455,2011,Aaranin Kaaval,K. Dharmaraj,,Drama,,/w/index.php?title=Aaranin_Kaaval&action=edit&redlink=1,
1456,2011,Margazhi 16,K. Steven,,Romance,,/w/index.php?title=Margazhi_16&action=edit&redlink=1,
1457,2011,Seedan,Subramaniya Siva,,Drama,,/wiki/Seedan,Dhina
1458,2011,Singam Puli,Sai Ramani,,"Action, Masala",,/wiki/Singam_Puli,Mani Sharma
1459,2011,Ayyan,Kendiran Muniyasamy,,Drama,,/wiki/Ayyan,Ilayaraja
1460,2011,Bhavani: The Real Police,G. Kicha,,Action,,/wiki/Bhavani:_The_Real_Police,Dhina
1461,2011,Aivar,Sai Prasad,,Drama,,/w/index.php?title=Aivar_(2011_film)&action=edit&redlink=1,
1462,2011,Lathika,"R. Bharathan, Dr. Srinivasan",,Masala,,/wiki/Lathika_(film),
1463,2011,Minsaaram,N. Selvakumar,,Romance,,/w/index.php?title=Minsaaram&action=edit&redlink=1,
1464,2011,Avargalum Ivargalum,Veera Pandian,,Drama,,/w/index.php?title=Avargalum_Ivargalum&action=edit&redlink=1,
1465,2011,Muthukku Muthaaga,Rasu Madhuravan,,Drama,,/wiki/Muthukku_Muthaaga,Kavi Periyathambi
1466,2011,Kullanari Koottam,Sribalaji,,Romance,,/wiki/Kullanari_Koottam,V. Selvaganesh
1467,2011,Kumara,T. K. Shanmughasundaram,,Romance,,/w/index.php?title=Kumara_(film)&action=edit&redlink=1,
1468,2011,Padai Soozha,A. S. Prabhu,,Masala,,/w/index.php?title=Padai_Soozha&action=edit&redlink=1,
1469,2011,Sattapadi Kutram,S. A. Chandrasekhar,,Action,,/wiki/Sattapadi_Kutram,Vijay Antony
1470,2011,Nil Gavani Sellathey,Anand K. Chakravarthy,,Suspense thriller,,/wiki/Nil_Gavani_Sellathey,Selvaganesh
1471,2011,Appavi,R. Raghuraj,,Drama,,/wiki/Appavi,Joshua Sridhar
1472,2011,Nanjupuram,Charles,,"Thriller, Fantasy",,/wiki/Nanjupuram,Raaghav
1473,2011,Thenkasi Pakkathula,A. Anthony,,Drama,,/w/index.php?title=Thenkasi_Pakkathula&action=edit&redlink=1,
1474,2011,Mappillai,Suraj,,Masala,,/wiki/Mappillai_(2011_film),
1475,2011,Ponnar Shankar,Thyagarajan,,Epic,,/wiki/Ponnar_Shankar_(film),
1476,2011,Ko,K. V. Anand,,Thriller,,/wiki/Ko_(film),
1477,2011,Vikadakavi,G. Krishnan,,Romance,,/wiki/Vikadakavi,Radhan
1478,2011,Kadhal Meipada,Ravi Aacharya,,Romance,,/w/index.php?title=Kadhal_Meipada&action=edit&redlink=1,
1479,2011,Vaanam,Krish,,"Action, Drama",,/wiki/Vaanam,Yuvan Shankar Raja
1480,2011,Poova Thalaiya,Sanjay Ram,,Drama,,/wiki/Poova_Thalaiya_(2011_film),M. S. Viswanathan
1481,2011,Engeyum Kadhal,Prabhu Deva,,Romance,,/wiki/Engeyum_Kadhal,Harris Jayaraj
1482,2011,Paasakaara Nanbargal,Firoze Khan,,Drama,,/w/index.php?title=Paasakaara_Nanbargal&action=edit&redlink=1,
1483,2011,Azhagarsamiyin Kudhirai,Suseenthiran,,Comedy drama,,/wiki/Azhagarsamiyin_Kudhirai,Ilaiyaraaja
