,year,title,director,cast,genre,producer,link,music
1484,2011,Narthagi,G. Vijayabathma,,Drama,,/wiki/Narthagi,G. V. Prakash Kumar
1485,2011,Kandaen,A. C. Mugil,,Romantic comedy,,/wiki/Kandaen,Vijay Ebenezer
1486,2011,Maithanam,M. S. Sakthivel,,Drama,,/wiki/Maithanam,"Sabesh,Murali"
1487,2011,Suttum Vizhi Chudare,Thilakar,,Romance,,/wiki/Suttum_Vizhi_Chudare,
1488,2011,Eththan,L. Suresh,,Action,,/wiki/Eththan,Taj Noor
1489,2011,Sabash Sariyana Potti,Venu Arvind,,Comedy,,/wiki/Sabash_Sariyana_Potti,S. Thaman
1490,2011,JUNE,3,,D. Kuzhandai Velappan,,,
1491,2011,Anbirkku Alavillai,"Maryam Kassai, Anand S Babu",,Romantic drama,,/wiki/Anbirkku_Alavillai,Joshua Hossana
1492,2011,Oru Santhippil,A. Sridhar,,Adult,,/w/index.php?title=Oru_Santhippil&action=edit&redlink=1,
1493,2011,Aaranya Kaandam,Thiagarajan Kumararaja,,"Mob, Neo-noir",,/wiki/Aaranya_Kaandam,Yuvan Shankar Raja
1494,2011,Aasaipadugiren,Balu Manivannan,,Romance,,/w/index.php?title=Aasaipadugiren&action=edit&redlink=1,
1495,2011,Shanthi Appuram Nithya,Murali Vishwa,,Erotic thriller,,/w/index.php?title=Shanthi_Appuram_Nithya&action=edit&redlink=1,
1496,2011,Anaagarigam,Krishna Devan,,Erotic,,/w/index.php?title=Anaagarigam&action=edit&redlink=1,
1497,2011,Avan Ivan,Bala,,Comedy drama,,/wiki/Avan_Ivan,Yuvan Shankar Raja
1498,2011,Pillaiyar Theru Kadaisi Veedu,Thirumalai Kishore,,"Romance, Action",,/wiki/Pillaiyar_Theru_Kadaisi_Veedu,"Chakri,Chakri"
1499,2011,Udhayan,Chaplin,,Action,,/wiki/Udhayan_(film),
1500,2011,Nootrenbadhu,P. Jayendra,,Romantic drama,,/wiki/180_(2011_Tamil_film),Sharreth
1501,2011,JULY,1,Arumbu Meesai Kurumbu Paarvai,Vetri Veeran,,,
1502,2011,Theneer Viduthi,S. S. Kumaran,"Adith Arun, Reshmi Menon",Romance,,/wiki/Theneer_Viduthi,S. S. Kumaran
1503,2011,Venghai,Hari,"Dhanush, Tamannaah Bhatia, Rajkiran",Masala,,/wiki/Venghai,Devi Sri Prasad
1504,2011,Deiva Thirumagal,A. L. Vijay,"Vikram, Anushka Shetty, Amala Paul, Baby Sara",Drama,,/wiki/Deiva_Thirumagal,G. V. Prakash Kumar
1505,2011,Kanchana,Raghava Lawrence,"Raghava Lawrence, R. Sarathkumar, Lakshmi Rai",Comedy horror,,/wiki/Kanchana_(2011_film),
1506,2011,Bodinayakanur Ganesan,Gnanam,"Harikumar, Arundhathi, Sai Ravi",Action,,/w/index.php?title=Bodinayakanur_Ganesan&action=edit&redlink=1,
1507,2011,Karungali,Kalanjiyam,"Kalanjiyam, Anjali, Srinivas, Sunitha Varma, Asmitha",Drama,,/wiki/Karungali,Srikanth Deva
1508,2011,Markandeyan,FEFSI Vijayan,"Sabarash, Savika Chaiyadej (Pinky), Nivedhitha, Srihari",Action,,/wiki/Markandeyan,Sundar C Babu
1509,2011,Veppam,Anjana Ali Khan,"Karthik Kumar, Nani, Nithya Menen, Bindu Madhavi",Drama,,/wiki/Veppam,Joshua Sridhar
1510,2011,Doo,Sriram Padmanabhan,"Sanjay, Nakshatra, Sangeetha Bhatt",Romance,,/w/index.php?title=Doo_(film)&action=edit&redlink=1,
1511,2011,Potta Potti,Yuvaraj,"Sadagoppan Ramesh, Harini",Sports comedy,,/wiki/Potta_Potti,Aruldev
1512,2011,Ramanathapuram,J. J. Hasen,"Rakesh, Archana Sharma",Romance,,/w/index.php?title=Ramanathapuram_(film)&action=edit&redlink=1,
1513,2011,Konjam Mazhai Konjam Veyil,Ekadasi,"Tej, Nakshatra, Hansifa",Drama,,/w/index.php?title=Konjam_Mazhai_Konjam_Veyil&action=edit&redlink=1,
1514,2011,Rowthiram,Gokul,"Jiiva, Shriya Saran",Action,,/wiki/Rowthiram,Prakash Nikki
1515,2011,Saghakkal,L. Muthukumara Swamy,"Sanjeev, Advaitha",Drama,,/w/index.php?title=Saghakkal&action=edit&redlink=1,
1516,2011,Sankarankovil,Palanivel Raja,"Kanal Kannan, Rupika Ramnath, Nassar, Prabhu",Drama,,,
1517,2011,Uyarthiru 420,Premnath,"Snehan, Meghana Raj, Akshara Gowda, Akshaya, Vaseegaran",Action,,/wiki/Uyarthiru_420,Mani Sharma
1518,2011,En Ullam Unnai Theduthe,N. Selvaraj,"N. Selvaraj, Manjula Vijayakumar, Anandraj, Dhaamu",Romance,,/w/index.php?title=En_Ullam_Unnai_Theduthe&action=edit&redlink=1,
1519,2011,Mittai,M. S. Anbu,"Santhosh, Prabha, Mayya Unni",Romance,,/w/index.php?title=Mittai&action=edit&redlink=1,
1520,2011,Mudhal Idam,R. Kumaran,"Vidharth, Kavitha Nair, Kishore",Romantic comedy,,/wiki/Mudhal_Idam,D. Imman
1521,2011,Vengayam,Sankagiri Rajkumar,"Satyaraj, Alexander, Paveena",Drama,,/wiki/Vengayam,
1522,2011,Puli Vesham,P. Vasu,"R. K., Karthik, Sadha, Divya Padmini",Drama,,/wiki/Puli_Vesham,Srikanth Deva
1523,2011,Yuvan Yuvathi,G. N. R. Kumaravelan,"Bharath, Rima Kallingal",Romance,,/wiki/Yuvan_Yuvathi,Vijay Antony
1524,2011,Mankatha,Venkat Prabhu,"Ajith Kumar, Arjun, Trisha, Lakshmi Rai, Andrea, Vaibhav, Anjali","Action, Thriller",,/wiki/Mankatha,Yuvan Shankar Raja
1525,2011,Ayudha Porattam,Jai Akash,"Jai Akash, Preeti Minal, Anita Reddy",Action,,/wiki/Ayudha_Porattam,"Nandhan Raj,S.S. Athreya"
1526,2011,Kasethan Kadavulada,Thirumalai,"Charan, Pandiarajan, Karunas, Kamna Jethmalani, Sathyan, Divya Padmini",Comedy,,/wiki/Kasethan_Kadavulada_(2011_film),M. S. Viswanathan
1527,2011,Mathikettan Salai,G. Patturajan,"Adarsh, Divya Nagesh",Drama,,/w/index.php?title=Mathikettan_Salai&action=edit&redlink=1,
1528,2011,Engeyum Eppodhum,M. Saravanan,"Jai, Anjali, Sharvanand, Ananya",Romantic drama,,/wiki/Engeyum_Eppodhum,"C. Sathya,C Sathya"
1529,2011,Vanthaan Vendraan,R. Kannan,"Jiiva, Nandha, Taapsee Pannu",Action thriller,,/wiki/Vanthaan_Vendraan,Thaman
1530,2011,Aayiram Vilakku,S. P. Hosimin,"Sathyaraj, Shanthnoo Bhagyaraj, Sana Khan",Drama,,/wiki/Aayiram_Vilakku,Srikanth Deva
1531,2011,Aduthathu,Thakkaali Srinivasan,"Sriman, Meenal, Ilavarasu, Nassar",Thriller,,/wiki/Aduthathu,Peter Balaji
1532,2011,Thigattadha Kadhal,Manoj,,Erotic,,/w/index.php?title=Thigattadha_Kadhal&action=edit&redlink=1,
1533,2011,Muran,Rajjan Madhav,"Prasanna, Cheran, Haripriya, Nikita Thukral, Suma Bhattacharya",Thriller,,/wiki/Muran_(film),
1534,2011,Vaagai Sooda Vaa,A. Sargunam,"Vimal, Iniya, K. Bhagyaraj","Period piece, Romantic drama",,/wiki/Vaagai_Sooda_Vaa,Ghibran
1535,2011,Vedi,Prabhu Deva,"Vishal, Sameera Reddy, Poonam Kaur",Action-masala,,/wiki/Vedi_(film),
1536,2011,Vellore Maavattam,R. N. R. Manohar,"Nandha, Poorna",Action,,/wiki/Vellore_Maavattam,Sundar C Babu
1537,2011,Sadhurangam,Karu Pazhaniappan,"Srikanth, Sonia Agarwal",Political drama,,/wiki/Sadhurangam_(2011_film),
1538,2011,Raa Raa,Sandilya,"Udhaya, Shweta Basu Prasad",Romantic comedy,,/wiki/Raa_Raa,Srikanth Deva
1539,2011,Varnam,S. M. Raju,"Giri, Ashwatha, Monica, Sampath Raj",,,/wiki/Varnam_(2011_film),
1540,2011,Varudangal 20,K. Kennedy,Meenkhotti,Erotic,,/w/index.php?title=Varudangal_20&action=edit&redlink=1,
1541,2011,Keezhatheru Kicha,N. S. Madhavan,"Ramesh Ram, Dharsha, Natassha, Ganja Karuppu",Comedy,,/w/index.php?title=Keezhatheru_Kicha&action=edit&redlink=1,
1542,2011,Uyirin Yedai 21 Ayiri,E. L. Indrajith,"E.L.Indrajith, Thilagan, Sangamithra",Erotic,,/w/index.php?title=Uyirin_Yedai_21_Ayiri&action=edit&redlink=1,
1543,2011,7aam Arivu,A. R. Murugadoss,"Suriya, Shruti Haasan, Johnny Tri Nguyen, Avinash",Science fiction,,/wiki/7aam_Arivu,Harris Jayaraj
1544,2011,26(Deepavali),Velayudham,M. Raja,"Vijay, Genelia D'Souza, Hansika Motwani, Saranya Mohan",,/wiki/Diwali,
1545,2011,Konjam Sirippu Konjam Kobam,Sampoornam,"Mahesh, Anusha",Romance,,/w/index.php?title=Konjam_Sirippu_Konjam_Kobam&action=edit&redlink=1,
1546,2011,Naa Sivanagiren,V. K. Gnanashekar,"Udhay Karthik, Varsha, Aditya, Premkumar, Sugumar",,,/w/index.php?title=Naa_Sivanagiren&action=edit&redlink=1,
1547,2011,Thambi Vettothi Sundaram,Vadivudaiyan,"Karan, Anjali, Saravanan",Drama,,/wiki/Thambi_Vettothi_Sundaram,"Vidyasagar,Vidyasagar"
1548,2011,Vithagan,R. Parthiban,"Parthiban, Poorna, Milind Soman",Action,,/wiki/Vithagan,Joshua Sridhar
1549,2011,Marudhavelu,RKR Adhimolam,"Kailash, Akansha, Nakshatra",,,/w/index.php?title=Marudhavelu&action=edit&redlink=1,
1550,2011,Mayakkam Enna,Selvaraghavan,"Dhanush, Richa Gangopadhyay",Romantic drama,,/wiki/Mayakkam_Enna,G. V. Prakash Kumar
1551,2011,Othigai,A. M. Bhaskar,"Jai Akash, Archana Sharma",Romance,,/w/index.php?title=Othigai&action=edit&redlink=1,
1552,2011,Paalai,Senthamizhan,"Shammu, Sunil",Drama,,/wiki/Paalai,Ved Shankar
1553,2011,Poraali,Samuthirakani,"M. Sasikumar, Allari Naresh, Swati Reddy, Vasundhara, Niveda",Action-Drama film,,/wiki/Poraali,Sundar C Babu
1554,2011,Osthi,Dharani,"Silambarasan, Richa Gangopadhyay, Githan Ramesh, Sonu Sood",Action-masala film,,/wiki/Osthi,S. Thaman
1555,2011,Venmani,Kathaka Thirumavalavan,Karthik Jai,,,/w/index.php?title=Venmani_(film)&action=edit&redlink=1,
1556,2011,Neeye En Kadhali,Chinni Jayanth,Chinni Jayanth,,,/w/index.php?title=Neeye_En_Kadhali&action=edit&redlink=1,
1557,2011,Mambattiyan,Thyagarajan,"Prashanth, Meera Jasmine, Mumaith Khan",Action,,/wiki/Mambattiyan,S. Thaman
1558,2011,Uchithanai Muharnthaal,Pughazhendi Thangaraj,"Neenika, Sathyaraj, Seeman, Sangeetha",Drama,,/wiki/Uchithanai_Muharnthaal,D. Imman
1559,2011,Mouna Guru,Shantha Kumar,"Arulnithi, Iniya, John Vijay, Uma Riyaz Khan",Action,,/wiki/Mouna_Guru,"S. Thaman,Thaman"
1560,2011,Rajapattai,Suseenthiran,"Vikram, Deeksha Seth, K. Vishwanath",Action-masala,,/wiki/Rajapattai,Yuvan Shankar Raja
1561,2011,Mahaan Kanakku,Sampath,"Ramana, Reecha Sinha",,,/wiki/Mahaan_Kanakku,A K Rishal Sai
1562,2011,Maharaja,Manoharan,"Sathya, Anjali, Nassar, Anita Hassanandani",Comedy,,/wiki/Maharaja_(2011_film),
1563,2011,Paavi,,,,,/w/index.php?title=Paavi&action=edit&redlink=1,
1564,2011,Padhinettan Kudi Ellai Arambam,,Prithvi Rajan,,,/w/index.php?title=Padhinettan_Kudi_Ellai_Arambam&action=edit&redlink=1,
1565,2011,Karuthakannan Rekla Race,,,,,/w/index.php?title=Karuthakannan_Rekla_Race&action=edit&redlink=1,
1566,2011,Vazhividu Kanney Vazhividu,,,,,/w/index.php?title=Vazhividu_Kanney_Vazhividu&action=edit&redlink=1,
1567,2010,Pugaippadam,Rajesh Lingam,"Amjad, Priya Anand, Harish",,Boys Studios,/wiki/Pugaippadam,Gangai Amaran
1568,2010,Thunichal,Majith,"Arun Vijay, Swathika, Shiva Munjal, Ramana",,Sri Ambrishini Arts,/wiki/Thunichal,Premji Amaran
1569,2010,Kalasaaram,Kutty Radha,"Satish, Yathra",,Sozha Subramani,/w/index.php?title=Kalasaaram&action=edit&redlink=1,
1570,2010,Aayirathil Oruvan,Selvaraghavan,"Karthi Sivakumar, Reemma Sen, Andrea Jeremiah, Parthiban",,Dream Valley Films,/wiki/Aayirathil_Oruvan_(2010_film),
1571,2010,Kutty,M. Jawahar,"Dhanush, Shriya Saran, Sameer Dattani",,Gemini Film Circuit,/wiki/Kutty_(2010_film),
1572,2010,Naanayam,Shakti S. Rajan,"Prasanna, Sibiraj, Ramya Raj, S. P. Balasubrahmanyam",,Capital Film Works,/wiki/Naanayam,"James Vasanthan,S. Thaman"
1573,2010,Porkkalam,Bandi Saroj Kumar,"Kishore, Sathyan, Smitha, Sampath Raj",,Bharani Minerals,/wiki/Porkkalam_(2010_film),Rohit Kulkarni
1574,2010,Goa,Venkat Prabhu,"Jai, Premji Amaren, Vaibhav Reddy, Sneha, Melanie Marie, Piaa Bajpai",,Ocher Picture Productions,/wiki/Goa_(2010_film),
1575,2010,Jaggubhai,K. S. Ravikumar,"Sarath Kumar, Shriya Saran, Goundamani",,Radaan Mediaworks,/wiki/Jaggubhai,Rafee
1576,2010,Kathai,Abhishek Shankar,"Shaan Kumar, Nivedhitha, Abhinay",,Akash Akshai Raj Cine International,/wiki/Kathai_(film),
1577,2010,Thairiyam,P. Kumaran,"P. Kumaran, Karthika, Deepu",,R. P. Creations,/wiki/Thairiyam,"plainlist,R. D. Mohan Singh,M. N. Surendhar"
1578,2010,Thamizh Padam,C. S. Amudhan,"Shiva, Disha Pandey",,Cloud Nine Movies,/wiki/Thamizh_Padam,"Kannan,Kannan"
1579,2010,Aasal,Saran,"Ajith Kumar, Sameera Reddy, Bhavana",,Sivaji Productions,/wiki/Aasal,Bharathwaj
1580,2010,Theeradha Vilaiyattu Pillai,Thiru,"Vishal, Neetu Chandra, Tanushree Dutta, Sarah-Jane Dias",,G. K. Films Corporation,/wiki/Theeradha_Vilaiyattu_Pillai,Yuvan Shankar Raja
1581,2010,Rasikkum Seemane,R. K. Vidyadaran,"Srikanth, Navya Nair, Aravind Akash",,Trans India,/wiki/Rasikkum_Seemane,Vijay Antony
1582,2010,Innisai Kavalan,Wilfred Gomes,"Wilfred Gomes, Aarthipuri, Riyaz Khan",,Will International,/w/index.php?title=Innisai_Kavalan&action=edit&redlink=1,
1583,2010,Vinnaithaandi Varuvaayaa,Gautham Menon,"Silambarasan, Trisha",,Escape Artists Motion Pictures,/wiki/Vinnaithaandi_Varuvaayaa,A. R. Rahman
1584,2010,Aval Peyar Thamizharasi,Meera Kathiravan,"Jai, Nandagi",,Moser Baer & Blue Ocean Entertainment,/wiki/Aval_Peyar_Thamizharasi,Vijay Antony
1585,2010,Kumari Pennin Ulathile,S. Kishore,"Chandra Haasan, Sippy, S. Kishore",,Visak Movies,/wiki/Kumari_Pennin_Ullathile_(2010_film),
1586,2010,Thambikku Indha Ooru,Badri,"Bharath, Sana Khan, Madalsa Sharma",,VK Media,/wiki/Thambikku_Indha_Ooru,"Dharan,Dharan Kumar"
1587,2010,Veerasekaran,Sathish Kumar,"Veerasamar, Amala Paul, Prathap K. Pothan",,FCS Creations,/wiki/Veerasekaran,Sajan Madhav
1588,2010,Azhagaana Ponnuthan,Thiru,"Namitha, Raj Karthik",,K Cinema,/wiki/Azhagaana_Ponnuthan,Sundar C Babu
1589,2010,Karunai,Ilan,"Ilan, Gayathri Rajagopal, Master Balaji",,Ram Sairam Films,/w/index.php?title=Karunai&action=edit&redlink=1,
1590,2010,Maathi Yosi,Nandha Periyasamy,"Shammu, Harish, Gopal, Alex, Lokesh",,PSSR films,/wiki/Maathi_Yosi,Guru Kalyan
1591,2010,Yathumaagi,R. Balakumar,"Sachin, Sunaina",,Chozha Creations,/wiki/Yathumaagi,James Vasanthan
1592,2010,Kacheri Arambam,Thiraivannan,"Jiiva, Poonam Bajwa, J. D. Chakravarthy",,Super Good Films,/wiki/Kacheri_Arambam,D. Imman
1593,2010,Mundhinam Paartheney,Magizh Thirumeni,"Sanjay, Ekta Ghosla, Lizna",,Seventh Channel Communications,/wiki/Mundhinam_Paartheney,S. Thaman
1594,2010,Angaadi Theru,Vasanthabalan,"Mahesh, Anjali",,Ayngaran International,/wiki/Angaadi_Theru,"Vijay Antony,G. V. Prakash Kumar,Vijay Antony"
1595,2010,Padagasalai,J. Tamil,"Satya, Aravind, R. Sanjay, Iniya, Preethi Pushpan",,Devavijayam Film Makers,/wiki/Padagasalai,Hitesh
1596,2010,Paiyaa,Linguswamy,"Karthi, Tamannaah Bhatia, Milind Soman",,Thirupathi Brothers,/wiki/Paiyaa,Yuvan Shankar Raja
1597,2010,Sivappu Mazhai,V. Krishnamurthy,"Suresh Joachim, Meera Jasmine",,Joachim International,/wiki/Sivappu_Mazhai,"Deva,Deva"
1598,2010,Bayam Ariyaan,Prathesh,"Mahesh Kumar, Udhayathara, Kishore",,Jeyamathey Pictures,/wiki/Bayam_Ariyaan,P. C. Shivan
1599,2010,Pattu Vanna Rosavam,S. S. Senthil Kumar,"Kovur Ravi, Avanya",,Kovur Ravi,/w/index.php?title=Pattu_Vanna_Rosavam&action=edit&redlink=1,
1600,2010,Rettaisuzhi,Thamira,"K. Balachander, Bharathiraja, Aari, Anjali",,S Pictures,/wiki/Rettaisuzhi,Karthik Raja
1601,2010,Sura,S. P. Rajkumar,"Vijay, Tamannaah Bhatia, Dev Gill",,Murugan Cine Arts,/wiki/Sura_(film),
1602,2010,Goripalayam,Rasu Madhuravan,"Ramakrishnan, Vikranth, Harish, Prakash",,Global Infotainment,/wiki/Goripalayam,"Sabesh,Murali"
1603,2010,Guru Sishyan,Sakthi Chidambaram,"Sathyaraj, Sundar C., Shruti Marathe",,Cinema Paradise,/wiki/Guru_Sishyan_(2010_film),
1604,2010,Irumbu Kottai Murattu Singam,Chimbudevan,"Raghava Lawrence, Lakshmi Rai, Padmapriya, Sandhya",,AGS Entertainment,/wiki/Irumbu_Kottai_Murattu_Singam,"G. V. Prakash Kumar,Sabesh,Murali"
1605,2010,Kutti Pisasu,Rama Narayanan,"Baby Keerthika, Ramji, Sangeetha, Ramya Krishnan, Kaveri",,Sri Thenandal Films,/wiki/Kutti_Pisasu,"Deva,Deva"
1606,2010,Maa,Fathima Beevi,Deepak,,Kalai Vizhi,/w/index.php?title=Maa_(2010_film)&action=edit&redlink=1,
1607,2010,Kanagavel Kaaka,Kavin Bala,"Karan, Haripriya",,Akarshini Theatres,/wiki/Kanagavel_Kaaka,Vijay Antony
1608,2010,Kola Kolaya Mundhirika,Madhumitha,"Karthik Kumar, Shikha, Jayaram",,Giriguja Films International,/wiki/Kola_Kolaya_Mundhirika,V. Selvaganesh
1609,2010,Maanja Velu,A. Venkatesh,"Arun Vijay, Karthik, Dhansika",,Feather Touch Entertainment,/wiki/Maanja_Velu,Mani Sharma
1610,2010,Magane En Marumagane,T. P. Gajendran,"Vivek, Mithun, Thenmozhi, Yamini Sharma",,Muthulakshmi Movies,/wiki/Magane_En_Marumagane,"Dhina,Dhina"
1611,2010,Kadhalagi,K. R. Vishwaa,"Krishnakumar, Srushti Dange, Prakash Raj",,K Creations,/wiki/Kadhalagi,"A. R. Reihana,S. Thaman"
1612,2010,Kattradhu Kalavu,Balaji Devi Prasad,"Kreshna, Vijayalakshmi",,Talking Times,/wiki/Kattradhu_Kalavu,Paul Jacob
1613,2010,Singam,Hari,"Suriya, Anushka Shetty, Prakash Raj",,Studio Green,/wiki/Singam,Devi Sri Prasad
1614,2010,Pen Singam,Bali Srirangam,"Meera Jasmine, Uday Kiran, Richard",,J Nandini Arts,/wiki/Pen_Singam,"Deva,Deva"
1615,2010,Drogam Nadanthathu Enna,Sameer,"Kishore, Saso, Leena, Swati Verma, Ramya Sen",,B Pictures,/w/index.php?title=Drogam_Nadanthathu_Enna&action=edit&redlink=1,
1616,2010,Orr Eravuu,Hari Shankar,"Sathish, Avantika, Ajay",,Shankar Bros,/wiki/Orr_Eravuu,"Sam C. S.,K. Venkat Prabu Shankar"
1617,2010,Pa. Ra. Palanisamy,M. Muthurathnam,"Sundaram, Ashwin, Srinivas Rao, Meenakshi Kailash",,Thangam Real Pictures,/wiki/Pa._Ra._Palanisamy,Dhina
1618,2010,Raavanan,Mani Ratnam,"Vikram, Aishwarya Rai, Prithviraj",,Madras Talkies,/wiki/Raavanan,A. R. Rahman
1619,2010,Kalavani,A. Sargunam,"Vemal, Oviya",,Sherali Films,/wiki/Kalavani,S. S. Kumaran
1620,2010,Milaga,Ravi Mariya,"Natty, Poongodi, Suja",,Shri Nataraja Arts,/wiki/Milaga,Sabesh Murali
1621,2010,Thittakudi,Sundaran,"Ravi, Aswatha",,Sri Krishna Pictures,/wiki/Thittakudi_(film),
1622,2010,Unakkaga Oru Kavithai,Karthick Kumar,"Vinoth Kumaran, Risha",,Thomas Cine Creations,/wiki/Unakkaga_Oru_Kavithai,Julie Bruce
1623,2010,Indrasena,Bharath,"Sriman, Srinivasan, Anandaraj",,Baba Cine Combines,/w/index.php?title=Indrasena&action=edit&redlink=1,
1624,2010,Ambasamudram Ambani,Ramnath,"Karunas, Navaneet Kaur",,Ken Media,/wiki/Ambasamudram_Ambani,"Song composer,Karunas,Sabesh,Murali"
1625,2010,Pournami Naagam,Yaar Kannan,Mumaith Khan,,Bharath Cine Media,/wiki/Punnami_Naagu_(2009_film),
1626,2010,Veluthu Kattu,Senapathi Magan,"Kathir, Arundhathi, Archana Sharma, Pavina",,Star Makers,/wiki/Veluthu_Kattu,"Bharani,Bharani"
1627,2010,Anandhapurathu Veedu,Naga,"Nandha, Chaya Singh",,S Pictures,/wiki/Anandhapurathu_Veedu,Ramesh Krishna
1628,2010,Madrasapattinam,A. L. Vijay,"Arya, Amy Jackson",,AGS Entertainment,/wiki/Madrasapattinam,G. V. Prakash Kumar
1629,2010,Antharangam,J. V. Rukmangathan,"Prasanna, Kamalika",,Leo International,/w/index.php?title=Antharangam&action=edit&redlink=1,
1630,2010,Devaleelai,Prabhakaran,"Dhanakumar, Roopa, Kavitha, Swetha, Pushpa Naik",,D Studio Com Entertainment Company,/w/index.php?title=Devaleelai&action=edit&redlink=1,
1631,2010,Pollachi Mappillai,R. Latchumanan,"Sathyaraj, Goundamani, Susan",,Priyanka Art Productions,/wiki/Pollachi_Mappillai,"Deva,Deva"
1632,2010,Virunthali,Udayasankaran Whaterman,"Ishvar, Vidya Pradeep",,Gopika International,/wiki/Virunthali,S. S. Kumaran
1633,2010,Singamugam,N. P. Ismail,"Haneefa, Dheepan, Dimple Rose",,Friends Pictures,/wiki/Singamugam,Aalwarshree
1634,2010,Thillalangadi,Mohan Raja,"Jayam Ravi, Tamannaah Bhatia, Shaam",,Jayam Company,/wiki/Thillalangadi,"plainlist,Yuvan Shankar Raja,S. Thaman,background score and 2 songs"
1635,2010,Vizhiyil Vizhunthaval,Ajaz,"Ajaz, Shilpa, Anaka",,G-Ants Productions,/wiki/Vizhiyil_Vizhunthaval,Pollack
1636,2010,Aaravadhu Vanam,R. Bhuvanesh,"Bhushan, Vidhya Mohan, Bose Venkat",,MPG Films International,/wiki/Aaravadhu_Vanam,R. Haribabu
1637,2010,Ilakkana Pizhai,Govindaraj,"Aarumugam, Sathya, Swathisri",,Yuva Entertainments,/w/index.php?title=Ilakkana_Pizhai&action=edit&redlink=1,
1638,2010,Thambi Arjuna,Vijay R. Anand,"Ramana, Feroz Khan, Ashima Bhalla",,Angel Film International,/wiki/Thambi_Arjuna,Dhina
1639,2010,Baana Kaathadi,Badri Venkatesh,"Atharvaa, Samantha, Prasanna",,Sathya Jyothi Films,/wiki/Baana_Kaathadi,Yuvan Shankar Raja
1640,2010,Pesuvatha Kiliya,S. Gowrishankar,"Shakthi, Vijith, Dharshini",,GR Movies,/w/index.php?title=Pesuvathu_Kiliya_(film)&action=edit&redlink=1,
1641,2010,Androru Naal,V. M. Arul Murugan,"Jayakrishnan, Padmakumar, Mythili Roy",,Yamini Creations,/wiki/Subhadram,
1642,2010,Kaadhal Solla Vandhen,Boopathy Pandian,"Balaji Balakrishnan, Meghana Raj",,S3 Films,/wiki/Kaadhal_Solla_Vandhen,Yuvan Shankar Raja
1643,2010,Mandabam,R. Senthamil Arasu,"S. T. Tamilarasan, Siniya",,Thilaka Arts,/wiki/Mandabam,"Iniya Mahesan,S. P. Venkatesh"
1644,2010,Vamsam,Pandiraj,"Arulnidhi, Sunaina",,Moghana Movies,/wiki/Vamsam,Taj Noor
1645,2010,Inidhu Inidhu,K. V. Guhan,"Narayan, Arun Iswaran, Sharan Sharma, Reshmi Menon",,Duet Movies,/wiki/Inidhu_Inidhu,Mickey J Meyer
1646,2010,Kaipesi Yen,Vishwaksenan,"Aadarsh, Jillu",,Innovations,/w/index.php?title=Kaipesi_Yen&action=edit&redlink=1,
1647,2010,Naan Mahaan Alla,Suseenthiran,"Karthi, Kajal Aggarwal",,Studio Green,/wiki/Naan_Mahaan_Alla_(2010_film),
1648,2010,Moscowin Kavery,Ravi Varman,"Rahul Ravindran, Samantha, Harshavardhan",,R Films,/wiki/Moscowin_Kavery,S. Thaman
1649,2010,Neeyum Naanum,S. V. Solairaja,"Sanjeev, Chetna Pande",,Team Visions,/wiki/Neeyum_Naanum_(2010_film),Sriram Vijay
1650,2010,Puthumugam,Nagaraj,"Gowtham, Vibha Rai, Aswathi",,Nethraa Films,/wiki/Puthumugam,K. Bharathi
1651,2010,Raamar,Aathiraja,"Vinay Dutta, Anumol",,SR Pictures,/w/index.php?title=Raamar&action=edit&redlink=1,
1652,2010,Unakkaga En Kadhal,Jaykumar,"Vishnupriyan, Shraddha, Shravan",,Jaykumar Films,/wiki/Unakkaga_En_Kadhal,"Sanjeev,Darshan,S. P. Venkatesh"
1653,2010,Vilai,G. Kamaraj,"Saravanan, Bharani, Udhayathara, Ritu Soni",,SB Film Productions,/wiki/Vilai,D. Imman
1654,2010,Bale Pandiya,Siddharth Chandrasekhar,"Vishnu Vishal, Piaa Bajpai, Gibran Osman",,AGS Entertainment,/wiki/Bale_Pandiya_(2010_film),
1655,2010,Irandu Mugam,Arvindraj,"Karan, Sathyaraj, Suhani Kalita",,Udayar Studios,/wiki/Irandu_Mugam,"Bharadwaj,Bharadwaj"
1656,2010,Kalloori Kalangal,Remoo Siva,"Sukumar, Priyanka Chandra",,Starting Point Cinema,/wiki/Kalloori_Kalangal,Rajesh Ramalingam
1657,2010,Puzhal,Azhagu Rajasundaram,"Hemachandran, Mano, Murali, Aswatha, Archana Sharma, Sonam Singh",,Classic Movies,/wiki/Puzhal_(film),
1658,2010,Ragasiyam,Harish,,,Super Hit Movies,/w/index.php?title=Ragasiyam&action=edit&redlink=1,
1659,2010,Sindhu Samaveli,Samy,"Harish Kalyan, Amala Paul",,Global Infotainment,/wiki/Sindhu_Samaveli,Sundar C Babu
1660,2010,Boss Engira Bhaskaran,M. Rajesh,"Arya, Nayantara, Santhanam",,Vasan Visual Ventures,/wiki/Boss_Engira_Bhaskaran,Yuvan Shankar Raja
1661,2010,Drohi,Sudha Kongara Prasad,"Srikanth, Vishnu Vishal, Poonam Bajwa, Poorna, Pooja",,Indira Innovations,/wiki/Drohi_(2010_film),
1662,2010,Tiruppur,M. C. Duraisamy,"Prabha, Udhai, Unni Maya",,Friends Production,/wiki/Tiruppur_(film),
