,year,title,director,cast,genre,producer
1183,2013,Maranthen Mannithen,Kumar Nagendra,"Aadhi, Lakshmi Manchu, Taapsee, Sundeep Kishan",,null
1184,2013,Naanum En Jamunavum,Guruaja-Jayatamil,"Jayant, Poulami",Adult romance,null
1185,2013,Azhagan Azhagi,Nandha Periyasaamy,"Jack, Aarushi, A. Venkatesh",Drama,null
1186,2013,Chennaiyil Oru Naal,Shaheed Kader,"Sarathkumar, Cheran, Prakash Raj, Prasanna, Radhika, Iniya, Parvathi Menon",Drama-thriller,null
1187,2013,February 31,,"Sriram, Niranjana",Thriller,null
1188,2013,Kedi Billa Killadi Ranga,Pandiraj,"Vimal, Sivakarthikeyan, Bindu Madhavi, Regina Cassandra",Comedy,null
1189,2013,Keeripulla,Feroze Khan,"Yuvan, Disha Pandey, Ganja Karuppu",Drama,null
1190,2013,4,,,,null
1191,2013,Settai,R. Kannan,"Arya, Anjali, Hansika Motwani, Santhanam, Premgi Amaren",Comedy,null
1192,2013,Vetkathai Kettal Enna Tharuvai,Thabu Sankar,"Ashok, Kiruthika",Romance,null
1193,2013,Maruvisaranai,Vijayagopal,"V.S. Vijayagopal, Vishnu Priya",Action,null
1194,2013,Ninaivugal Azhivathillai,Bhagatsingh Kannan,"Arun, Gayathri",Drama,null
1195,2013,Maman Machan,M. Jeyraj,Vijay Thirumoolam,Comedy,null
1196,2013,Unaku 20 Enaku 40,KPS Akshay,"Singam Puli, Vaiyapuri, Vadivukkarasi, Karishma",Comedy,null
1197,2013,Gouravam,Radha Mohan,"Allu Sirish, Yami Gautam, Prakash Raj",Drama,null
1198,2013,Iru Killadigal,Mark Landsman,"Byass, Swathi, Venniradai Moorthy",,null
1199,2013,Thirumathi Thamizh,Rajakumaran,"Rajakumaran, Keerthi Chawla, Devayani",Drama,null
1200,2013,Udhayam NH4,Manikandan,"Siddharth, Ashrita Shetty, Kishore",Romantic thriller,null
1201,2013,Naan Rajavaga Pogiren,Prithvi Rajkumar,"Nakul, Chandini, Avani Modi",Action,null
1202,2013,Oruvar Meethu Iruvar Sainthu,Balasekaran,"Laghubaran, Swathi, K. Bhagyaraj, Visu",Romance,null
1203,2013,Yaaruda Mahesh,R. Madhan Kumar,"Sundeep Kishan, Dimple Chopade",Adult comedy,null
1204,2013,Ethir Neechal,Durai Senthil Kumar,"Sivakarthikeyan, Priya Anand",Comedy-drama,null
1205,2013,Moondru Per Moondru Kadhal,Vasanth,"Arjun, Cheran, Vimal, Muktha Bhanu, Surveen Chawla, Lasika",Romance,null
1206,2013,Soodhu Kavvum,Nalan Kumarasamy,"Vijay Sethupathi, Sanchita Shetty, Bobby Simha, Ashok Selvan",Comedy-thriller,null
1207,2013,"Nagaraja Cholan MA, MLA",Manivannan,"Sathyaraj, Manivannan, Seeman, Mrudula Murali, Komal Sharma, Varsha Ashwathi",Political satire,null
1208,2013,Neram,Alphonse Putharen,"Nivin Pauly, Nazriya Nazim, Bobby Simha, Nassar, Thambi Ramaiah",Comedy-thriller,null
1209,2013,Masani,Padmaraj & LGR,"Akhil, Iniya, Sija Rose, Ramki",Action thriller,null
1210,2013,Galapetti,,,,null
1211,2013,Chockali,A Charan,"Chaithanya, Swasika, Sona Heiden, Ganja Karuppu",Drama,null
1212,2013,Kutti Puli,Muthaiah,"M. Sasikumar, Lakshmi Menon, Saranya Ponvannan",Drama,null
1213,2013,Issaki,M. Ganeshan,"Sharran Kumar, Aashritha",Drama,null
1214,2013,Kandathum Kadhal Antharangam,J. V. Ruckmangdhan,"Ramu, Kamalika",Drama,null
1215,2013,Yamuna,E. V. Ganeshbabu,"Sathya, Sri Ramya",Drama-thriller,null
1216,2013,Solla Matten,N. P. Ismail,"Sakthi Chidambaram, Jesmy",Romance-thriller,null
1217,2013,Theeya Velai Seiyyanum Kumaru,Sundar C.,"Siddharth, Hansika Motwani, Santhanam, Ganesh Venkatraman",Romantic comedy,null
1218,2013,Thillu Mullu,Badri,"Shiva, Isha Talwar, Prakash Raj",Comedy,null
1219,2013,Theekulikkum Pachaimaram,Vineesh-Prabheesh,"Prajin, Sarayu, Sasha, M. S. Bhaskar",Drama,null
1220,2013,Annakodi,Bharathiraja,"Lakshman Narayan, Karthika Nair, Manoj Bharathiraja",Drama,null
1221,2013,Thulli Vilayadu,Vincent Selva,"Yuvaraj, Prakash Raj, Deepthi Nambiar",Comedy-thriller,null
1222,2013,Singam II,Hari,"Suriya, Anushka Shetty, Hansika Motwani, Rahman, Danny Sapani",Action-masala,null
1223,2013,Anba Azhaga,S. Sivaraman,"Akashprabhu, Preethi Sankar, Lavanya",Romance,null
1224,2013,Kaadhale Ennai Kaadhali,Iam Shan,"Santhosh, Anara Atanes",Romance,null
1225,2013,Sathiram Perundhu Nilayam,Ravipriyan,"Roshan, Twinkle",Drama,null
1226,2013,Maryan,Bharat Bala,"Dhanush, Parvathi Menon",Drama,null
1227,2013,Pattathu Yaanai,Boopathy Pandian,"Vishal, Aishwarya Arjun, Santhanam",Action Masala,null
1228,2013,Sonna Puriyathu,Krishnan Jayaraj,"Shiva, Vasundhara Kashyap",Comedy,null
1229,2013,Nenju Irukkum Varai Ninaivu Irukkum,S. O. Nabidaas,"Ishaq Hussaini, Shilpa, Visu, Vaiyapuri",Drama,null
1230,2013,Pullukatu Muthamma,C. R. Muthupandi,Meenu Kurian,Adult romance,null
1231,2013,Ainthu Ainthu Ainthu,Sasi,"Bharath, Mrithika, Erica Fernandes, Santhanam",Action thriller,null
1232,2013,Aadhalal Kadhal Seiveer,Suseenthiran,"Santhosh, Manisha Yadav",Romance,null
1233,2013,Thalaivaa,A. L. Vijay,"Vijay, Sathyaraj, Amala Paul, Santhanam, Abhimanyu Singh, Rajiv Pillai",Action thriller,null
1234,2013,Desingu Raja,Ezhil,"Vimal, Bindu Madhavi",Romance,null
1235,2013,Ponmaalai Pozhudhu,AC Durai,"Aadhav Kannadasan, Gayathrie",Romance,null
1236,2013,Summa Nachunu Irukku,A. Venkatesh,"Thaman Kumar, Vibha Natarajan, Archana Vishwanath, Thambi Ramaiah, Sreenivasan",Comedy,null
1237,2013,Suvadugal,Jay Bala,"Jay Bala, Monica, K. R. Vijaya",,null
1238,2013,Thanga Meenkal,Ram,"Ram, Sadhana, Shelly Kishore",Drama,null
1239,2013,Varuthapadatha Valibar Sangam,Ponnraam,"Sivakarthikeyan, Sri Divya, Sathyaraj, Soori",Comedy,null
1240,2013,Arya Surya,Rama Narayanan,"Srinivasan, Vishnupriyan, Nakshathra",Comedy,null
1241,2013,Mathapoo,Dhinanthorum Nagaraj,"Jeyan, Gayathrie",Romance,null
1242,2013,Moodar Koodam,Naveen,"Sentrayan, Naveen, Rajaj, Oviya",Black comedy,null
1243,2013,Unnodu Oru Naal,Durai Karthikeyan,"Arjun Vijayaraghavan, Neelam Upadhyay, Gibran Osman",Romantic thriller,null
1244,2013,6,V. Z. Durai,"Shaam, Poonam Kaur",Thriller,null
1245,2013,Adutha Kattam,Murali Krishnan,"Ganthiban, Malar Meni Perumal, Aghonderan Sahadevan, Shashitaran Rajoo, D. Rajam",Suspense Thriller,null
1246,2013,Mouna Mazhai,Anand,"Sasi, Nakshatra, Dilip",Romance,null
1247,2013,Ya Ya,I Rajasekaran,"Shiva, Santhanam, Dhansika, Sandhya",Comedy,null
1248,2013,Onaayum Aattukkuttiyum,Mysskin,"Mysskin, Sri",Thriller,null
1249,2013,Raja Rani,Atlee Kumar,"Arya, Nayantara, Jai, Nazriya Nazim",Romantic comedy,null
1250,2013,Idharkuthane Aasaipattai Balakumara,Gokul,"Vijay Sethupathi, Ashwin Kakumanu, Swati Reddy, Nandita Swetha",Comedy,null
1251,2013,Nila Meedhu Kadhal,Ilayakumar,"Vijayaraj, Joshwa, Sri Priyanga, Sudha",Romance,null
1252,2013,Kayavan,Venky,Mithun,Romance,null
1253,2013,Naiyaandi,A. Sarkunam,"Dhanush, Nazriya Nazim",Comedy,null
1254,2013,Vanakkam Chennai,Kiruthika Udhaynidhi,"Shiva, Priya Anand",Comedy,null
1255,2013,Anjal Thurai,A. R. Rafi,"Mohan. C, Narayanan, Kushi, Senthil",Horror / Thriller,null
1256,2013,Chithirayil Nilachoru,R. Sundarrajan,"Sara Arjun, Ashok Sundarrajan, Vasundhara Kashyap, Prakash Nath",Drama,null
1257,2013,Ninaivugal Unnodu,T. Mahesh Babu,T. Mahesh Babu,Romance,null
1258,2013,Nirnayam,S. S. Srisaravanan,"Vikram Anand, Regina Cassandra, Baby Vedhika",,null
1259,2013,Nugam,Jeffy,"Jeybala, Iniya, Suresh, Reeshkadir, Preethi",Drama,null
1260,2013,Ragalaipuram,Mano,"Karunas, Angana Roy, Sanjana Singh",Comedy,null
1261,2013,Ingu Kadhal Katrutharapadum,M. Sreedharan,"Sreenath, Darshana, Archana",Romance,null
1262,2013,Muthu Nagaram,Ottapidaram K. Thirupathi,"Vishvaa, Asrik Bhanu",Romance,null
1263,2013,Sutta Kadhai,Subu,"Balaji, Venkat, Nassar, Lakshmi Priyaa Chandramouli",Black comedy,null
1264,2013,Vasanthasena,Raman,"Ravi Prakash, Priyanka Tiwari",Romance,null
1265,2013,Arrambam,Vishnuvardhan,"Ajith Kumar, Arya, Nayantara, Taapsee Pannu",Action thriller,null
1266,2013,All in All Azhagu Raja,M. Rajesh,"Karthi, Kajal Aggarwal, Santhanam",Comedy,null
1267,2013,Pandianadu,Suseenthiran,"Vishal, Lakshmi Menon, Vikranth",Action drama,null
1268,2013,Apple Penne,R. K. Kalaimani,"Vatsan, Aishwarya Menon, Roja,",Drama,null
1269,2013,Pizza 2: The Villa,Deepan Chakravarthy,"Ashok Selvan, Sanchita Shetty, Nassar, Vegan Rajesh",Fantasy thriller,null
1270,2013,Ravana Desam,Ajay Nuthakki,"Ajay Nuthakki, Jennifer, Naveen, Konda, Ramkiran",War drama,null
1271,2013,Irandaam Ulagam,Selvaraghavan,"Arya, Anushka Shetty",Fantasy,null
1272,2013,Maayai,Lakshmiram,"Sanjay, Sanam Shetty, Rajendran",Thriller,null
1273,2013,Meiyazhagi,R. T. Jayavel,"Balaji Balakrishnan, Jai Quehaeni, Arjun, Arunmozhi Varman, Jenny Jasmine",Drama,null
1274,2013,Appavukku Kalyanam,Armugha Swamy,"Padiyan, Rasikapriya",Adult comedy,null
1275,2013,Ennachu,Sri Mani,"Mohammed Ismail, Vivinth, Jagan Balaji",Thriller,null
1276,2013,Jannal Oram,Karu Pazhaniappan,"Parthiban, Vimal, Vidharth, Poorna, Manisha Yadav",Comedy drama,null
1277,2013,Naveena Saraswathi Sabatham,K. Chandru,"Jai, Niveda Thomas",Fantasy comedy,null
1278,2013,Vidiyum Munn,Balaji K. Kumar,"Pooja Umashankar, Malavika Manikuttan, Vinod Kishan",Thriller,null
1279,2013,Ego,S. Sakthivel,"Velu, Anaswara Kumar, Bala",Comedy,null
1280,2013,Kalyana Samayal Saadham,RS Prasanna,"Prasanna, Lekha Washington",Romantic comedy,null
1281,2013,Thagaraaru,Ganesh Vinayak,"Arulnidhi, Poorna",Action,null
1282,2013,Vellai Desathin Idhayam,Jughein,"Mithun Serai, Supra, Suri",Drama,null
1283,2013,Ivan Veramathiri,M. Saravanan,"Vikram Prabhu, Surabhi, Ganesh Venkatraman, Vamsi Krishna",Thriller,null
1284,2013,Kolagalam,P.G. Surendran,"Amal, Saranya Mohan, Vishnupriya",Drama,null
1285,2013,Sandhithathum Sindhithathum,,,,null
1286,2013,Thedi Pidi Adi,,,,null
1287,2013,Biriyani,Venkat Prabhu,"Karthi, Hansika Motwani, Premgi Amaren, Ramki",Comedy-thriller,null
1288,2013,Endrendrum Punnagai,I. Ahmed,"Jiiva, Trisha Krishnan, Vinay Rai, Andrea Jeremiah, Santhanam",Romance,null
1289,2013,Thalaimuraigal,Balu Mahendra,"Sashikumar, Vinodhini, Ramya Shankar, Balu Mahendra",Drama,null
1290,2013,Madha Yaanai Koottam,Vikram Sugumaran,"Kathir, Oviya",,null
1291,2013,Bhuvanakadu,,"Vignesh, Divya Nagesh",,null
1292,2013,Vizha,Bharathi Balakumaran,"Mahendran, Malavika Menon",,null
1293,2012,Nanban,Shankar,"Vijay, Jiiva, Srikanth, Ileana D'Cruz",Comedy-drama,null
1294,2012,Kollaikaran,Tamil Selvan,"Vidharth, Sanchita Shetty",Drama,null
1295,2012,Vettai,N. Linguswamy,"Arya, R. Madhavan, Sameera Reddy, Amala Paul",Action—masala,null
1296,2012,Medhai,N. T. G. Saravanan,"Ramarajan, Kaushika",Drama,null
1297,2012,Paari,Rajini,"Rahul, Teena",Drama,null
1298,2012,Settai Dhanam,Sathish R.,"Krish, Varsha, Chaplin Balu",Drama,null
1299,2012,Theni Maavattam,P. R. Kaumaarimuthu,"Gopalkandhan, Varsha",Romance,null
1300,2012,Marina,Pandiraj,"Siva Karthikeyan, Oviya, Jayaprakash",Comedy-drama,null
1301,2012,Sengathu Bhoomiyilae,Rathna Kumar,"Pavan, Mirchi Senthil, Priyanka Nair, Sunu Lakshmi",Drama,null
1302,2012,Dhoni,Prakash Raj,"Prakash Raj, Akash Puri, Radhika Apte",Drama,null
1303,2012,Oru Mazhai Naangu Saaral,Anand,"Ravi, Sudharshan, Ramya",Romance,null
1304,2012,Oru Nadigaiyin Vaakkumoolam,Rajkrishna,"Sonia Agarwal, Sukran, Kovai Sarala, Ganja Karuppu",Drama,null
1305,2012,Soozhnilai,T. Senthuran,"Sathya, Paveena, Dhina, Nizhalgal Ravi",Drama,null
1306,2012,Vachaathi,Ravi Thambi,"Rethna Ramesh, Dharshana, Y. Gee. Mahendra",Drama,null
1307,2012,Vilayada Vaa,Vijay Nantha,"Viswanath Balaji, Divya Padmini",Sports,null
1308,2012,Ambuli,Hari ShankarHareesh Narayan,"R. Parthiban, R. Ajai, P. S. Srijith, Sanam Shetty",Fantasy,null
1309,2012,Kadhalil Sodhappuvadhu Yeppadi,Balaji Mohan,"Siddharth, Amala Paul",Romantic comedy,null
1310,2012,Muppozhudhum Un Karpanaigal,Elred Kumar,"Adharvaa, Amala Paul",Romantic thriller,null
1311,2012,Udumban,Ramji S. Balan,"Dileep Roger, Sana, Radhika",Action—drama,null
1312,2012,Kadhal Paathai,Vyaasan,"Vinod Kumar, Vidya",Romance,null
1313,2012,Virudhanagar Sandhippu,VSD Rengarajan,"Chandru, Denna, K. R. Vijaya",Drama,null
1314,2012,Aravaan,Vasanthabalan,"Aadhi, Pasupathy, Dhansika, Archana Kavi",Period piece,null
1315,2012,Kondaan Koduthaan,G. Rajendran,"Kadhir Kaman, Advaitha",Drama,null
1316,2012,Shankar Oor Rajapalayam,Veera,"Kanthesh, Hasika, Arun, Veerapandiyan",Drama,null
1317,2012,Naanga,Selva,"Sanjai Krishna, Vinod, Nivas, Udhay, Kasthuri, Vishnu Priya, Shivani Bhai",Drama,null
1318,2012,Pathirama Pathukkunga,C. Somasundaram,"Sharan, Swathi, Vaiyapuri",Drama,null
1319,2012,Sevarkodi,R. Subramanian,"Arun Balaji, Bhama",Romance,null
1320,2012,Kazhugu,Sathyasiva,"Krishna Sekhar, Bindu Madhavi, Thambi Ramaiah",Comedy thriller,null
1321,2012,Maasi,G. Kicha,"Arjun, Archana Gupta, Hema, Kota Srinivasa Rao",Action,null
1322,2012,Vinmeengal,Vignesh Menon,"Rahul Ravindran, Anuja Iyer, Shikha",Drama,null
1323,2012,Aayiram Muthangaludam Thenmozhi,Shanmugha Raj,"Venkatesh, Akshara",Adult Comedy,null
1324,2012,Kadhal Pisase,Aravindan,"Aravindan, Anitha Reddy, Midhuna, Santhanam",Comedy,null
1325,2012,Kantha,K. Vishwanath,"Karan, Mithra Kurian",Drama,null
1326,2012,Nanda Nanditha,Rama Siva,"Hemachandran, Meghana Raj",Romance,null
1327,2012,3,Aishwarya R. Dhanush,"Dhanush, Shruti Haasan",Romantic drama,null
1328,2012,Meeravudan Krishna,A. Krishna,"A. Krishna, Shwetha, Radha",Romance,null
1329,2012,Mudhalvar Mahatma,A. Balakrishnan,"Kanakaraj, Anupam Kher",Biographical,null
1330,2012,Othakkuthirai,J. Srinivasan,"Thiru, Anu Krishna",Romantic drama,null
1331,2012,Otha Veedu,Balu Malarvannan,"Dileep Kumar, Jahnavi Kamath",Thriller,null
1332,2012,Sooriya Nagaram,Ma. Chellamuthu,"Rahul Ravindran, Meera Nandan, R. V. Udayakumar",Drama,null
1333,2012,Konjam Mainakale,Karthikeyan APK,"Udhai, Moganapriya and Akshatha",Romance,null
1334,2012,Asthamanam,Bandi Sarojkumar,"Munnar Ramesh, Rajesh Kanagasabai, Victoria, Vidya, Sharan, Raghu",Romance,null
1335,2012,Mazhaikaalam,S. Deepan,"Sreeram, Saranya Nag, Ganja Karuppu",Romance,null
1336,2012,Nandu Bhaskar,,,,null
1337,2012,Oru Kal Oru Kannadi,M. Rajesh,"Udhayanidhi Stalin, Hansika Motwani, Santhanam",Comedy,null
1338,2012,Pachai Engira Kaathu,Keera,"Vaasagar, Saranya, Appukutty Saravanan",Drama,null
1339,2012,Aduthathu,Thakkaali Srinivasan,"Sriman, Meenal, Darshini, Nassar",Thriller,null
1340,2012,Mattuthavani,Pavithran,"Vimal, Soori",Drama,null
1341,2012,Mye,Chi. Ra. Gopalan,"Vishnupriyan, Shweta Prasad",Political drama,null
1342,2012,Ooh La La La,Jyothi Krishna,"Jyothi Krishna, Divya Bhandari",Romance,null
1343,2012,Aathi Narayana,Vetrivendhan,"Kajan, Meera Jasmine",Drama,null
1344,2012,Leelai,Andrew Louis,"Shiv Panditt, Manasi Parekh Gohil, Santhanam",Romance,null
1345,2012,Padam Parthu Kadhai Sol,Benjamin Prabhu,"Tarun Shatriya, Shikha, Darshan",Suspense thriller,null
1346,2012,Gaantham,V. M. Saravanan,"Tej, Rashmi, Pandiarajan",Romance,null
1347,2012,Parama Guruµ,J. S. Manimaran,"J. S. Manimaran, Sreeja",Drama,null
1348,2012,Vazhakku Enn 18/9,Balaji Sakthivel,"Sri, Mithun Murali, Urmila Mahanta, Manisha Yadav",Drama,null
1349,2012,Kalakalappu,Sundar C.,"Vimal, Shiva, Anjali, Oviya",Comedy,null
1350,2012,Kandathum Kanadhathum,Seelan,"Vikas, Swasika",Romance,null
1351,2012,Raattinam,Thangasamy,"Lagubaran, Swathi, Ajay Athith",Romance,null
1352,2012,Anbulla Manvizhiye,Bramman,"Sunil, Nazir, Hasini, Risha, Vadivukkarasi",Romance,null
1353,2012,Ishtam,Prem Nizar,"Vimal, Nisha Aggarwal",Romance,null
1354,2012,Konjum Mainakkale,Karthikeyan,"Udhay, Mohanapriya, Akshatha",Drama,null
1355,2012,Idhayam Thiraiarangam,Ramki Ramakrishnan,"Anand, Swetha, Manobala, Kavitha",Romance,null
1356,2012,Manam Kothi Paravai,Ezhil,"Sivakarthikeyan, Athmiya Rajan",Romantic comedy,null
1357,2012,Mayanginen Thayanginen,Vendhan,"Nithin Sathya, Disha Pandey",,null
1358,2012,Thadaiyara Thaakka,Magizh Thirumeni,"Arun Vijay, Mamta Mohandas",Action,null
1359,2012,Krishnaveni Panjaalai,Dhanapal Padmanabhan,"Hemachandran, Nandana, Rajiv Krishna",Romance,null
1360,2012,Porkodi 10am Vaguppu,Pazha Suresh,"Praveen, Brindha",Drama,null
1361,2012,Thoothuvan,Mohan Roop,"Aditya, Gowri, Archana, Nikhil",Drama,null
1362,2012,Marupadiyum Oru Kadhal,Vasu Baskar,"Anirudh, Jyoshna, Suman, Vadivelu",Romance,null
1363,2012,Murattu Kaalai,K. Selva Bharathy,"Sundar C, Sneha, Sindhu Tolani",Action-masala,null
1364,2012,Saguni,Shankar Dayal,"Karthi, Pranitha, Santhanam, Kota Srinivasa Rao, Raadhika",Political satire,null
1365,2012,Naan Ee,S. S. Rajamouli,"Nani, Samantha, Sudeep",Fantasy,null
1366,2012,Billa II,Chakri Toleti,"Ajith Kumar, Parvathy Omanakuttan, Bruna Abdullah, Vidyut Jamwal, Sudhanshu Pandey",Gangster-thriller,null
1367,2012,Maalai Pozhudhin Mayakathilaey,Narayan Nagendra Rao,"Aari, Shubha Phutela",Romance,null
1368,2012,Pechiyakka Marumagan,V. P. Bala Kumar,"Tarun Gopi, Urvashi, Thambi Ramaiah",Drama,null
1369,2012,Pollangu,Gandhi Marx,"Ravi Rahul, Nisha Lalwani",Crime thriller,null
1370,2012,Suzhal,Jayan R Krishnaa,"Atul Kulkarni, Fariz, Hemachandran, Prathap K. Pothan, Nizhalgal Ravi",Action,null
1371,2012,Madhubana Kadai,Kamala Kannan,"Karthivel, Dhyana, Arvind Annamalai",Comedy,null
1372,2012,Mirattal,Madhesh,"Vinay Rai, Sharmila Mandre, Prabhu",Masala,null
1373,2012,Aasami,Aandar Raj,"Ramesh, Santhana Bharathi, Pandu, Shakeela, Aarthi",Drama,null
1374,2012,Yugam,Sribavansekar,"Rahul Madhav, Deepthi Nambiar",Drama,null
1375,2012,Adhisaya Ulagam,Shakthi Scott,"Livingston, Ananda Kannan, Prithvi, Sreelakshmy, Latha Rao",Fantasy,null
1376,2012,Eppadi Manasukkul Vanthai,P. V. Prasad,"Vishva, Irfaan, Tanvi Vyas",Romance,null
1377,2012,Palayamkottai,G. Shekar,"G. Shekar, Inbanila, Bose Venkat",Action,null
1378,2012,Panithuli,Natty Kumar,"Ganesh Venkatraman, Shobhana Shankar, Kalpana Pandit",Romance,null
1379,2012,Sri Ramakrishna Darsanam,G. N. Dass,"Shashi Kumar, Lakshmi, Delhi Ganesh",Drama,null
1380,2012,Attakathi,Pa. Ranjith,"Dinesh, Nandita Swetha, Aishwarya Rajesh",Romantic comedy,null
1381,2012,Iruvan,E. S. Muruganandam,"Praveen, Prakash, Shaina",Drama,null
1382,2012,Naan,Jeeva Shankar,"Vijay Antony, Siddharth Venugopal, Rupa Manjari, Vibha Natarajan, Anuya Bhagvath",Crime thriller,null
1383,2012,Etho Seithai Ennai,Elvin Bosser,"Shakthi, Liyasree, Anand, Anand Babu",Drama,null
1384,2012,Pandi Oliperukki Nilayam,Rasu Madhuravan,"Sabarish, Sunaina, Ganja Karuppu, Karunas",Romantic comedy,null
1385,2012,Poovampatty,Pudugai Marisa,"Sandeep, Sri Shalini, Lavanya, Vaagai Chandrasekar",,null
1386,2012,18 Vayasu,R. Panneerselvam,"Johnny, Gayathrie Shankar",Psychological thriller,null
1387,2012,Aachariyangal,Harshavardhan,"Thaman Kumar, Aishwarya Rajesh, Reethu Mangal, Narayanan",,null
1388,2012,Anil,ARS,"Anil Bharath, Ashrith Bhanu",,null
1389,2012,Avan Appadithan,SP Raja,"Jayan Vaikuntha, Karuna, Della Raj, Sasha, Babilona",Adult thriller,null
1390,2012,Perumaan,J. Rajesh Kannan,"Arjun, Shruti, Sriram Vedam",,null
1391,2012,Mugamoodi,Mysskin,"Jiiva, Narain, Pooja Hegde, Nassar, Selvaah",Superhero,null
1392,2012,Valiban Suttrum Ulagam,AR Lalithaswamy,"MGR Siva, MGR Hari",Spoof,null
1393,2012,Arakkonam,S. S. Reddy,"Sriman, Prachi Adhikari, Ponnambalam",Crime thriller,null
1394,2012,Kalla Parunthu,Idhayan,"Amsavel, Manju, Shobana",Adult Romance,null
1395,2012,Mannaru,S. Jaishankar,"Appukutty, Thambi Ramaiah, Swathy, Vaishali",Drama,null
1396,2012,Paagan,Aslam,"Srikanth, Janani Iyer, Kovai Sarala",Romantic comedy,null
1397,2012,Nellai Sandhippu,Naveen,"Rohit, Bhushan, Megha Nair",Drama,null
1398,2012,Sundarapandian,S. R. Prabhakaran,"M. Sasikumar, Lakshmi Menon, Vijay Sethupathi, Soori",Drama,null
1399,2012,Chaarulatha,Pon Kumaran,"Priyamani, Skanda, Saranya Ponvannan, Seetha",Horror,null
1400,2012,Saattai,Anbazhagan,"Samuthirakani, Mahima Nambiar, Ajmal Khan, Thambi Ramaiah, Swasika",Drama,null
1401,2012,Thaandavam,A. L. Vijay,"Vikram, Anushka Shetty, Amy Jackson, Lakshmi Rai",Action,null
1402,2012,Pudhiya Kaaviyam,Pe Na Ramesh,"Dilip, Jahnavi Kamath, Athesh, Alwha Vasu",Drama,null
1403,2012,Sembattai,Ganesh,"Dileepan, Srijith, Gowri Nambiar",Drama,null
1404,2012,Maattrraan,K. V. Anand,"Suriya, Kajal Aggarwal, Tara, Sachin Khedekar",Action thriller,null
1405,2012,Soundarya,Chandramohan,"Govind, 'Killer' Kasim, Rithoosan, Sarath, Santosh",Erotic thriller,null
1406,2012,Amridha Yokam,A Manicka Raj,"Sridhar, Vennila",Drama,null
1407,2012,Koyambedu Perundhu Nilayam,R. Manivasagan,"Ashok, Anvitha",Romance,null
1408,2012,Pizza,Karthik Subburaj,"Vijay Sethupathi, Remya Nambeesan",Romantic thriller,null
1409,2012,Thiruthani,Perarasu,"Bharath, Sunaina, Rajkiran, Pandiarajan",Action,null
1410,2012,Aarohanam,Lakshmy Ramakrishnan,"Viji Chandrasekhar, Jayaprakash, Uma Padmanabhan",Drama,null
1411,2012,Chakravarthy Thirumagan,L. Purushottaman,MGR Siva,Comedy,null
1412,2012,Mayilu,Jeevan,"Sri, Shammu",Drama,null
1413,2012,Vavval Pasanga,Suresh,"Rahul, Utthara Unni",Drama,null
1414,2012,Ariyaan,P. Karthikeyan,"Santosh Bhavan, Ragini Dwivedi",,null
1415,2012,Asaivam,Kishore,"Sidhaarth, Jennifer, Srija",Romance,null
1416,2012,Magan,,,,null
1417,2012,Yaarukku Theriyum,Ganesan Kamaraj,"Kalabhavan Mani, Nishan, Jayaprakash, Riyaz Khan, Harish Raj, Sanjana Singh",Thriller,null
1418,2012,Ajantha,Rajppa Ravishankar,"Ramana, Vinu Mohan, Honey Rose, Sai Kiran, Vandana Gupta",,null
1419,2012,Ammavin Kaipesi,Thangar Bachan,"Shanthnu Bhagyaraj, Iniya",Drama,null
1420,2012,Kasi Kuppam,Arun,"Aadarsh, Archana",Drama,null
1421,2012,Podaa Podi,Vignesh Shivaa,"Silambarasan, Varalaxmi Sarathkumar, Shobana",Romance,null
1422,2012,Thuppakki,A. R. Murugadoss,"Vijay, Kajal Aggarwal, Vidyut Jamwal, Jayaram",Action,null
1423,2012,Kai,Vinoth Raghava,"Vijith, Joshima",Romance,null
1424,2012,Naduvula Konjam Pakkatha Kaanom,Balaji Tharaneetharan,"Vijay Sethupathi, Gayathrie Shankar",Comedy,null
1425,2012,Neerparavai,Seenu Ramasamy,"Vishnu, Sunaina, Nandita Das, Saranya Ponvannan",Drama,null
1426,2012,Sun Sun Thatha,Nassar,"Ahbi, Jamali Shadat, Nassar",Drama,null
1427,2012,Kumki,Prabhu Solomon,"Vikram Prabhu, Lakshmi Menon",Drama,null
1428,2012,Neethaane En Ponvasantham,Gautham Menon,"Jiiva, Samantha, Santhanam",Romance,null
1429,2012,Sattam Oru Iruttarai,Sneha Britto,"Thaman Kumar, Piaa Bajpai, Bindu Madhavi, Reemma Sen",Action,null
1430,2012,Akilan,,"Dr. Saravanan, Vidya, Rajkapoor",,null
1431,2012,Kandu Pudichitten,,,,null
1432,2012,Kozhi Koovuthu,K. I. Ranjith,"Ashok, Sija Rose, Rohini, Bose Venkat",Drama,null
1433,2012,Lollu Dhadha Parak Parak,Mansoor Ali Khan,"Mansoor Ali Khan, Anjana, Aarthi, Shakeela, Venniradai Moorthy",Comedy,null
1434,2012,Paraseega Mannan,J. Suresh,"J. Suresh, Sruthi Lakshmi, Ramesh Khanna, KK",Action thriller,null
1435,2012,Puthumughangal Thevai,Maneesh Babu,"Sivaji Dev, Rajesh Yadhav, Muktha Bhanu, Vishnu Priya",Drama,null
1436,2011,Thamizh Desam,Thamizh Selva,null,Drama,null
1437,2011,Aadukalam,Vetrimaran,null,Drama,null
1438,2011,Siruthai,Siva,null,"Action, Masala",null
